1,*,3,in_use,2019-12-06,17:12:00
1,3,3,parked,2019-12-06,17:13:00
1,*,5,in_use,2019-12-06,17:14:00
1,5,5,parked,2019-12-06,17:15:20
1,*,7,in_use,2019-12-06,17:16:00
1,2,7,parked,2019-12-06,17:17:20
1,*,4,in_use,2019-12-06,17:18:00
1,4,4,parked,2019-12-06,17:19:20
1,*,6,in_use,2019-12-06,17:20:00
1,6,6,parked,2019-12-06,17:21:20
2,*,4,in_use,2019-12-06,17:12:00
2,4,4,parked,2019-12-06,17:13:00
2,*,6,in_use,2019-12-06,17:14:00
2,6,6,parked,2019-12-06,17:15:20
2,*,8,in_use,2019-12-06,17:16:00
2,1,8,parked,2019-12-06,17:17:20
2,*,3,in_use,2019-12-06,17:18:00
2,3,3,parked,2019-12-06,17:19:20
2,*,5,in_use,2019-12-06,17:20:00
2,5,5,parked,2019-12-06,17:21:20
